FILE_PATH	UNIQUE_ID	GENOME	NAME	BACKGROUND	ENRICHED_REGION	ENRICHED_MACS	COLOR	FASTQ_FILE
./bam/hg19/	20141230_3055	hg19	SHEP21_0HR_INPUT_RX_1	NONE		NONE	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/None/20141230_3055/20141230-SHEP21-0HR-Input-RZ1586_S1_R1.fastq.gz
./bam/hg19/	20141230_3056	hg19	SHEP21_0HR_MYCN_RX	SHEP21_0HR_INPUT_RX_1		NONE	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/MYCN/20141230_3056/20141230-SHEP21-0HR-MYCN-RZ1586_S2_R1.fastq.gz
./bam/hg19/	20141230_3093	hg19	SHEP21_0HR_POL2_RX	SHEP21_0HR_INPUT_RX_1		SHEP21_0HR_POL2_peaks.bed	0,0,0	0,0,0
./bam/hg19/	20141230_3067	hg19	SHEP21_24HR_H3K27AC_RX	SHEP21_24HR_INPUT_RX_1		SHEP21_24HR_H3K27AC_peaks.bed	255,69,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/H3K27Ac/20141230_3067/20150102-SHEP21-24HR-K27Ac-RZ1587_S6_R1.fastq.gz
./bam/hg19/	20141230_3064	hg19	SHEP21_24HR_INPUT_RX_1	NONE		NONE	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/None/20141230_3064/20150102-SHEP21-24HR-Input-RZ1587_S3_R1.fastq.gz
./bam/hg19/	20141230_3065	hg19	SHEP21_24HR_MYCN_RX	SHEP21_24HR_INPUT_RX_1		NONE	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/MYCN/20141230_3065/20150102-SHEP21-24HR-MYCN-RZ1587_S4_R1.fastq.gz2
./bam/hg19/	20141230_3066	hg19	SHEP21_24HR_POL2_RX	SHEP21_24HR_INPUT_RX_1		SHEP21_24HR_POL2_peaks.bed	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/RNA.POL2/20141230_3066/20150102-SHEP21-24HR-Pol2-RZ1587_S5_R1.fastq.gz
./bam/hg19/	20141230_3063	hg19	SHEP21_2HR_H3K27AC_RX	SHEP21_2HR_INPUT_RX_1		SHEP21_2HR_H3K27AC_peaks.bed	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/H3K27Ac/20141230_3063/20150102-SHEP21-2HR-K27Ac-RZ1587_S2_R1.fastq.gz
./bam/hg19/	20141230_3095	hg19	SHEP21_2HR_INPUT_RX_1	NONE		NONE	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/None/20141230_3095/20141230-SHEP21-2HR-Input-RZ1586_S5_R1.fastq.gz
./bam/hg19/	20141230_3060	hg19	SHEP21_2HR_MYCN_RX	SHEP21_2HR_INPUT_RX_1		NONE	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/MYCN/20141230_3060/20141230-SHEP21-2HR-MYCN-RZ1586_S6_R1.fastq.gz
./bam/hg19/	20141230_3062	hg19	SHEP21_2HR_POL2_RX	SHEP21_2HR_INPUT_RX_1		SHEP21_2HR_POL2_peaks.bed	0,0,0	/grail/TONY/Bradner/Homo.sapiens/Neuroblastoma/SHEP21/RNA.POL2/20141230_3062/20150102-SHEP21-2HR-Pol2-RZ1587_S1_R1.fastq.gz

